CHORD      note  ma mi au di s2 s4 b5 ~6 ~7 ~9 11 +M7 +9
EM7sus4   (0.4, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
E7sus2    (0.4, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
E7sus4    (0.4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
EM9       (0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
Em9       (0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
E9        (0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
Eaug9     (0.4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
Edim9     (0.4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)
EM9sus2   (0.4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
EM9sus4   (0.4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
E9sus2    (0.4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
E9sus4    (0.4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
EM11      (0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
Em11      (0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
E11       (0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
Eaug11    (0.4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
EM11sus2  (0.4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
E11sus2   (0.4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
EmM7      (0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)
EmM7(9)   (0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)
EM6       (0.4, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
Em6       (0.4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
EM6(9)    (0.4, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
Em6(9)    (0.4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
Fmaj      (0.48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Fmin      (0.48, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Faug      (0.48, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Fdim      (0.48, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Fsus2     (0.48, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
Fsus4     (0.48, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
FM7       (0.48, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Fm7       (0.48, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
F7        (0.48, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Faug7     (0.48, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Fdim7     (0.48, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Fo7       (0.48, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)
FM7sus2   (0.48, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
FM7sus4   (0.48, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
F7sus2    (0.48, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
F7sus4    (0.48, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
FM9       (0.48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
Fm9       (0.48, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
F9        (0.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
Faug9     (0.48, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
Fdim9     (0.48, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)
FM9sus2   (0.48, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
FM9sus4   (0.48, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
F9sus2    (0.48, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
F9sus4    (0.48, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
FM11      (0.48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
Fm11      (0.48, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
F11       (0.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
Faug11    (0.48, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
FM11sus2  (0.48, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
F11sus2   (0.48, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
FmM7      (0.48, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)
FmM7(9)   (0.48, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)
FM6       (0.48, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
Fm6       (0.48, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
FM6(9)    (0.48, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
Fm6(9)    (0.48, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
F#maj     (0.56, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
F#min     (0.56, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
F#aug     (0.56, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
F#dim     (0.56, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)
F#sus2    (0.56, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
F#sus4    (0.56, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
F#M7      (0.56, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
F#m7      (0.56, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
F#7       (0.56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
F#aug7    (0.56, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
F#dim7    (0.56, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)
F#o7      (0.56, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)
F#M7sus2  (0.56, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
F#M7sus4  (0.56, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
F#7sus2   (0.56, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
F#7sus4   (0.56, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
F#M9      (0.56, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
F#m9      (0.56, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
F#9       (0.56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
F#aug9    (0.56, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
F#dim9    (0.56, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)
F#M9sus2  (0.56, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
F#M9sus4  (0.56, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
F#9sus2   (0.56, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
F#9sus4   (0.56, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
F#M11     (0.56, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
F#m11     (0.56, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
F#11      (0.56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
F#aug11   (0.56, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
F#M11sus2 (0.56, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
F#11sus2  (0.56, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
F#mM7     (0.56, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)
F#mM7(9)  (0.56, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)
F#M6      (0.56, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
F#m6      (0.56, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
F#M6(9)   (0.56, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
F#m6(9)   (0.56, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
Gmaj      (0.64, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Gmin      (0.64, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Gaug      (0.64, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Gdim      (0.64, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Gsus2     (0.64, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
Gsus4     (0.64, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
GM7       (0.64, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Gm7       (0.64, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
G7        (0.64, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Gaug7     (0.64, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Gdim7     (0.64, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Go7       (0.64, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)
GM7sus2   (0.64, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
